出发机场代码,出发机场名称,目的机场代码,目的机场名称,航空公司名称,航司代码,航班号,包装类型,舱位状态,舱位数量,价格_45KG,价格_100KG,价格_300KG,价格_500KG,价格_1000KG,价格_2000KG,售卖_价格详情,售卖_立即购买,售卖_在线咨询,爬取城市代码,页面爬取时间,数据来源URL,页面标题,数据提取状态
PVG,上海浦东国际机场,NRT,东京成田国际机场,UPS联合包裹航空公司,5X,234567,散货/托盘,有舱/热舱,13,,7.5,7.5,7.5,7.5,7.5,Y,Y,Y,TYO,2025-07-15T09:22:06,https://www.2wcargo.com/#/freightQuery?cityCode=TYO,世双空运,成功
